"id","filename","species","latitude","longitude","family","order","genus","year","gbif_species_to_verbatim","Specimen ID","Bnet UI","Familiy_kawahara","Genus_kawahara","Species_kawahara","kawahara_index","phy_tip_name","swallowtail","swallowtail_length","Csize","match_landmarks","match_tree"
"2562076346","2562076346_graphium_G_sarpedon_upp_M_39728.jpg","Graphium sarpedon","1.719333","114.962806","Papilionidae","Lepidoptera","Graphium","2014","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1673.78623246817","2562076346_graphium_G_sarpedon_upp_M_39728","Graphium_sarpedon"
"2562076366","2562076366_graphium_G_sarpedon_upp_M_39748.jpg","Graphium sarpedon","-7.829889","121.363722","Papilionidae","Lepidoptera","Graphium","2006","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1626.47363713649","2562076366_graphium_G_sarpedon_upp_M_39748","Graphium_sarpedon"
"2562076410","2562076410_graphium_G_sarpedon_upp_M_39736.jpg.jpg","Graphium sarpedon","-6.669088","106.726389","Papilionidae","Lepidoptera","Graphium","2009","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1535.29199877417","2562076410_graphium_G_sarpedon_upp_M_39736","Graphium_sarpedon"
"2562076439","2562076439_graphium_G_evemon_upp_M_30219.jpg.jpg","Graphium evemon","-1.050455","116.743976","Papilionidae","Lepidoptera","Graphium","1950","Graphium evemon","SRR4345447",NA,"Papilionidae","Graphium","evemon","1806","SRR4345447_Graphium_evemon","0","0","1540.69227670551","2562076439_graphium_G_evemon_upp_M_30219","Graphium_evemon"
"2562076460","2562076460_graphium_G_sarpedon_upp_M_39754.jpg","Graphium sarpedon","-7.882056","110.960833","Papilionidae","Lepidoptera","Graphium","2008","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1599.67044674833","2562076460_graphium_G_sarpedon_upp_M_39754","Graphium_sarpedon"
"2562076504","2562076504_graphium_G_evemon_upp_M_39593.jpg","Graphium evemon","4.263556","117.09825","Papilionidae","Lepidoptera","Graphium","2011","Graphium evemon","SRR4345447",NA,"Papilionidae","Graphium","evemon","1806","SRR4345447_Graphium_evemon","0","0","1644.3996461931","2562076504_graphium_G_evemon_upp_M_39593","Graphium_evemon"
"2562076530","2562076530_graphium_G_sarpedon_upp_M_39778.jpg.jpg","Graphium sarpedon","-3.284444","138.636111","Papilionidae","Lepidoptera","Graphium","2000","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1668.39805858794","2562076530_graphium_G_sarpedon_upp_M_39778","Graphium_sarpedon"
"2562076549","2562076549_graphium_G_sarpedon_upp_M_39769.jpg.jpg","Graphium sarpedon","-0.318","130.897722","Papilionidae","Lepidoptera","Graphium","2007","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1715.07546128443","2562076549_graphium_G_sarpedon_upp_M_39769","Graphium_sarpedon"
"2562076569","2562076569_graphium_G_sarpedon_upp_M_39723.jpg.jpg","Graphium sarpedon","4.263556","117.09825","Papilionidae","Lepidoptera","Graphium","2011","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1652.75342202036","2562076569_graphium_G_sarpedon_upp_M_39723","Graphium_sarpedon"
"2562076594","2562076594_graphium_G_sarpedon_upp_M_39715.jpg.jpg","Graphium sarpedon","1.522944","99.060889","Papilionidae","Lepidoptera","Graphium","2004","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1686.25616912141","2562076594_graphium_G_sarpedon_upp_M_39715","Graphium_sarpedon"
